Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021-03-03,2021030305008730,CGH,48,28,10,550.00,"5,500.00"
2021-03-03,2021030305008886,NIFRA,10,10,200,508.00,"101,600.00"
2021-03-03,2021030305008885,NIFRA,10,39,60,508.00,"30,480.00"
2021-03-03,2021030305008884,NIFRA,10,22,50,508.00,"25,400.00"
2021-03-03,2021030305008883,NIFRA,10,18,50,508.00,"25,400.00"
2021-03-03,2021030305008882,NIFRA,39,54,40,509.00,"20,360.00"
2021-03-03,2021030305008881,NIFRA,39,58,10,509.00,"5,090.00"
2021-03-03,2021030305008389,NIFRA,50,14,20,507.00,"10,140.00"
2021-03-03,2021030305008388,NIFRA,6,14,300,508.00,"152,400.00"
2021-03-03,2021030305008387,NIFRA,58,14,250,508.00,"127,000.00"
2021-03-03,2021030305008404,NIFRA,22,34,150,508.00,"76,200.00"
2021-03-03,2021030305008403,NIFRA,22,58,60,508.00,"30,480.00"
2021-03-03,2021030305008393,NIFRA,22,38,50,508.00,"25,400.00"
2021-03-03,2021030305008392,NIFRA,28,48,50,507.00,"25,350.00"
2021-03-03,2021030305008391,NIFRA,41,14,100,507.00,"50,700.00"
2021-03-03,2021030305008390,NIFRA,20,14,380,507.00,"192,660.00"
2021-03-03,2021030305008411,NIFRA,19,49,50,508.00,"25,400.00"
2021-03-03,2021030305008410,NIFRA,22,48,50,508.00,"25,400.00"
2021-03-03,2021030305008408,NIFRA,22,39,30,508.00,"15,240.00"
2021-03-03,2021030305008407,NIFRA,22,42,60,508.00,"30,480.00"
2021-03-03,2021030305008406,NIFRA,22,42,50,508.00,"25,400.00"
2021-03-03,2021030305008405,NIFRA,22,45,50,508.00,"25,400.00"
2021-03-03,2021030305008418,NIFRA,20,48,60,508.00,"30,480.00"
2021-03-03,2021030305008416,NIFRA,20,52,30,508.00,"15,240.00"
2021-03-03,2021030305008415,NIFRA,58,52,10,508.00,"5,080.00"
2021-03-03,2021030305008414,NIFRA,34,52,10,508.00,"5,080.00"
2021-03-03,2021030305008413,NIFRA,34,21,30,508.00,"15,240.00"
2021-03-03,2021030305008412,NIFRA,19,21,20,508.00,"10,160.00"
2021-03-03,2021030305008426,NIFRA,6,45,50,507.00,"25,350.00"
2021-03-03,2021030305008425,NIFRA,28,45,10,507.00,"5,070.00"
2021-03-03,2021030305008423,NIFRA,32,8,10,508.00,"5,080.00"
2021-03-03,2021030305008422,NIFRA,20,8,10,508.00,"5,080.00"
2021-03-03,2021030305008421,NIFRA,39,8,40,508.00,"20,320.00"
2021-03-03,2021030305008420,NIFRA,39,55,60,508.00,"30,480.00"
2021-03-03,2021030305008435,NIFRA,39,16,430,508.00,"218,440.00"
2021-03-03,2021030305008434,NIFRA,39,45,20,508.00,"10,160.00"
2021-03-03,2021030305008433,NIFRA,39,57,50,508.00,"25,400.00"
2021-03-03,2021030305008429,NIFRA,6,44,50,507.00,"25,350.00"
2021-03-03,2021030305008428,NIFRA,6,45,60,507.00,"30,420.00"
2021-03-03,2021030305008427,NIFRA,6,21,50,507.00,"25,350.00"
2021-03-03,2021030305008443,NIFRA,49,48,20,507.00,"10,140.00"
2021-03-03,2021030305008441,NIFRA,49,35,40,507.00,"20,280.00"
2021-03-03,2021030305008440,NIFRA,28,35,10,508.00,"5,080.00"
2021-03-03,2021030305008438,NIFRA,49,38,60,507.00,"30,420.00"
2021-03-03,2021030305008437,NIFRA,49,16,280,507.00,"141,960.00"
2021-03-03,2021030305008436,NIFRA,6,16,290,507.00,"147,030.00"
2021-03-03,2021030305008449,NIFRA,14,49,280,509.00,"142,520.00"
2021-03-03,2021030305008448,NIFRA,14,29,50,509.00,"25,450.00"
2021-03-03,2021030305008447,NIFRA,14,8,50,509.00,"25,450.00"
2021-03-03,2021030305008446,NIFRA,14,8,50,509.00,"25,450.00"
2021-03-03,2021030305008445,NIFRA,14,28,20,509.00,"10,180.00"
2021-03-03,2021030305008444,NIFRA,58,48,40,507.00,"20,280.00"
2021-03-03,2021030305008458,NIFRA,10,45,80,507.00,"40,560.00"
2021-03-03,2021030305008454,NIFRA,10,48,20,507.00,"10,140.00"
2021-03-03,2021030305008453,NIFRA,58,48,30,507.00,"15,210.00"
2021-03-03,2021030305008452,NIFRA,58,45,30,507.00,"15,210.00"
2021-03-03,2021030305008451,NIFRA,53,45,30,508.00,"15,240.00"
2021-03-03,2021030305008450,NIFRA,53,58,20,508.00,"10,160.00"
2021-03-03,2021030305008464,NIFRA,57,45,50,507.00,"25,350.00"
2021-03-03,2021030305008463,NIFRA,42,45,100,507.00,"50,700.00"
2021-03-03,2021030305008462,NIFRA,42,45,25,507.00,"12,675.00"
2021-03-03,2021030305008461,NIFRA,17,45,10,507.00,"5,070.00"
2021-03-03,2021030305008460,NIFRA,13,45,200,507.00,"101,400.00"
2021-03-03,2021030305008459,NIFRA,38,45,500,507.00,"253,500.00"
2021-03-03,2021030305008470,NIFRA,34,45,100,507.00,"50,700.00"
2021-03-03,2021030305008469,NIFRA,59,45,100,507.00,"50,700.00"
2021-03-03,2021030305008468,NIFRA,44,45,75,507.00,"38,025.00"
2021-03-03,2021030305008467,NIFRA,58,45,50,507.00,"25,350.00"
2021-03-03,2021030305008466,NIFRA,40,45,50,507.00,"25,350.00"
2021-03-03,2021030305008465,NIFRA,43,45,200,507.00,"101,400.00"
2021-03-03,2021030305008476,NIFRA,1,35,60,507.00,"30,420.00"
2021-03-03,2021030305008475,NIFRA,16,45,975,506.00,"493,350.00"
2021-03-03,2021030305008474,NIFRA,32,45,80,506.00,"40,480.00"
2021-03-03,2021030305008473,NIFRA,54,45,100,506.00,"50,600.00"
2021-03-03,2021030305008472,NIFRA,19,45,105,506.00,"53,130.00"
2021-03-03,2021030305008471,NIFRA,39,45,200,506.00,"101,200.00"
2021-03-03,2021030305008484,NIFRA,51,34,30,508.00,"15,240.00"
2021-03-03,2021030305008483,NIFRA,51,8,10,508.00,"5,080.00"
2021-03-03,2021030305008482,NIFRA,42,8,40,508.00,"20,320.00"
2021-03-03,2021030305008481,NIFRA,36,49,30,509.00,"15,270.00"
